ja	en	zh-tw	zh-cn
魔の属性を持つ者の成長を大きく促す	Greatly boosts the energy of those with Infernal affinity	讓擁有魔屬性的人獲得大成長	让魔属性角色获得大成长
魔の大成長	L Infernal Boost	魔之大成長	魔之大成长
魔の中成長	M Infernal Boost	魔之中成長	魔之中成长
魔の超成長	G Infernal Boost	魔之超成長	魔之超成长
魔の特別限界突破/初級	Infernal Major Breakthrough - Novice	魔之特別突破界限／初級	魔之特殊界限突破/初级
魔の特別限界突破/上級	Infernal Major Breakthrough - Advanced	魔之特別突破界限／上級	魔之特殊界限突破/高级
魔の特別限界突破/中級	Infernal Major Breakthrough - Intermediate	魔之特別突破界限／中級	魔之特殊界限突破/中级
魔の粘体	Infernal Slime	魔之黏體	魔属性粘体
魔の部族の民	Infernal Tribe Member	魔之部落居民	魔之部落的人民
魔の夜叉	Infernal Yaksha	魔之夜叉	魔之夜叉
魔の幽体	Infernal Ghost	魔之幽體	魔属性幽体
魔を祓う者	Expeller of Evil	驅魔者	驱魔者
魔王	Dark Lord	魔王	魔王
魔王トーナス	Dark Lord Squash	魔王南瓜	南瓜魔王
魔王と魔王	Dark Lords	魔王與魔王	魔王与魔王
魔王の温泉郷	Dark Lord's Hot Springs	魔王的溫泉鄉	魔王的温泉乡
魔王の禿山	Dark Lord's Crag	魔王的禿山	魔王的荒山
魔界の侯爵	Marquis of the Netherworld	魔界的侯爵	魔界的侯爵
魔眼を持つ者	Ill-wisher	魔眼持有者	拥有魔眼之人
魔書の「神器」を通じてもたらされた、オールドワンズの副王ヨグソトースの記憶。	"A memory belonging to Yog-Sothoth, one of the Old Ones, emanated through a Sacred Artifact in the form of a magical tome."	旧支配者的总督犹格索托斯的记忆，由魔书“神器”带来。	此記憶屬於舊日支配者副王猶格索托斯，透過魔書「神器」所召來。
魔属性の模擬戦/初級	Infernal Spar - Novice	魔屬性的模擬戰／初級	魔属性的模拟战/初级
魔属性の模擬戦/上級	Infernal Spar - Advanced	魔屬性的模擬戰／上級	魔属性的模拟战/高级
魔属性の模擬戦/中級	Infernal Spar - Intermediate	魔屬性的模擬戰／中級	魔属性的模拟战/中级
魔属性の模擬戦/超ド級	Infernal Spar - Extreme	魔屬性的模擬戰／超猛級	魔属性的模拟战/超猛级
魔属性の模擬戦/超級	Infernal Spar - Elite	魔屬性的模擬戰／超級	魔属性的模拟战/超级
魔属性ピックアップ転光召喚	Infernal Attribute Transient Summon	魔属性精選轉光召喚	魔属性精选转光召唤
魔法	Magic	魔法	魔法
魔法スキル特訓/初級	Magic Skill Training - Novice	魔法技能特訓／初級	魔法技能特训/初级
魔法スキル特訓/上級	Magic  Skill Training - Advanced	魔法技能特訓／上級	魔法技能特训/高级
魔法スキル特訓/中級	Magic Skill Training - Intermediate	魔法技能特訓／中級	魔法技能特训/中级
魔法スキル特訓/超級	Magic Skill Training - Elite	魔法技能特訓／超級	魔法技能特训/超级
魔法に特防	Reduce incoming Magic damage	對魔法特防	对魔法特殊防御
魔法のスキルを上昇させる魂の欠片	A sliver of a soul that enhances Magic Skill.	提升魔法技能的魂之碎片	提升魔法技能的魂魄碎片
魔法のスキルを上昇させる至高の魂の欠片	A sliver of a premium soul that enhances Magic Skill.	提升魔法技能的至高魂之碎片	提升魔法技能的最高级魂魄碎片
魔法のスキルを上昇させる小さな魂の欠片	A sliver of a minor soul that enhances Magic Skill.	提升魔法技能的小魂之碎片	提升魔法技能的小块魂魄碎片
魔法のスキルを上昇させる大きな魂の欠片	A sliver of a robust soul that enhances Magic Skill.	提升魔法技能的大魂之碎片	提升魔法技能的大块魂魄碎片
魔法のタル	Magic Barrel	魔法桶	魔法桶
魔法の仮証	Preliminary Magic Crest	魔法臨時證	魔法临时证书
魔法の技を修めた者に贈られる仮免状	A preliminary crest awarded to those who have trained their Magic skills.	贈予習得魔法技巧者的暫時證書	对修得魔法技者颁发的临时证书
魔法の技を修めた者に贈られる免状	A crest awarded to those who have trained their Magic skills.	贈予習得魔法技巧者的證書	对修得魔法技者颁发的证书
魔法の限界突破/上級	Magic Breakthrough - Advanced	魔法之突破界限／上級	魔法之突破界限/高级
魔法の限界突破/中級	Magic Breakthrough - Intermediate	魔法之突破界限／中級	魔法之突破界限/中级
魔法の魂・小	S Magic Soul	魔法之魂・小	魔法之魂·小
魔法の魂・大	L Magic Soul	魔法之魂・大	魔法之魂·大
魔法の魂・中	M Magic Soul	魔法之魂・中	魔法之魂·中
魔法の魂・超	G Magic Soul	魔法之魂・超	魔法之魂·超
魔法の証	Magic Crest	魔法之證	魔法证书
魔法陣	Magic Circle	魔法陣	魔法阵
魔法返しの名手	Reflect Adept	反彈魔法的高手	反弹魔法高手
毎ターンＣＰ10増加	Increase the CP of all allies by 10 every turn	每回合增加全體CP 10	每回合上升全体CP 10
毎ターンCP増加	Gain CP each turn	每回合必殺量表增加	每回合必杀量条增加
毎ターンＨＰ500回復	Restore the HP of all allies by 500 every turn	每回合恢復全體HP500	每回合恢复全体HP500
毎ターンHP回復	Restore HP every turn	每回合HP回復	每回合HP恢复
毎ターンHP超回復	Greatly restore HP every turn	每回合HP超回復	每回合超量恢复HP
毎ターンダメージを与える	"and if their skill activates, they can"	還會以技能隨機附加	而且似乎会以一定概率
毎ターン固定ダメ	Deal fixed damage every turn	每回合固定傷害	每回合固定伤害
又は受けるとＣＰが溜まり	dealing or taking damage!	或受傷害便會累積必殺量表，	或受到伤害时会蓄积必杀量条，
末期に笑う者	Daredevil	死期大笑者	笑对死亡者
万年金欠高校	Impecunia Academy	萬年金欠高中	万年金欠高中
満たされる者敵専用	The Fulfilled (enemy ability)	被滿足者（敵方專用）	满足者（敌方专用）
満喫・海リゾート！/初級	Seaside Resort - The Full Course - Novice	盡情享受・海邊渡假村！/初級	享尽·海之度假区！/初级
満喫・海リゾート！/上級	Seaside Resort - The Full Course - Advanced	盡情享受・海邊渡假村！/上級	享尽·海之度假区！/高级
満喫・海リゾート！/神話級	Seaside Resort - The Full Course - Mythical	盡情享受・海邊渡假村！/神話級	享尽·海之度假区！/神话级
満喫・海リゾート！/中級	Seaside Resort - The Full Course - Intermediate	盡情享受・海邊渡假村！/中級	享尽·海之度假区！/中级
満喫・海リゾート！/超ド級	Seaside Resort - The Full Course - Extreme	盡情享受・海邊渡假村！/超猛級	享尽·海之度假区！/究级
満喫・海リゾート！/超級	Seaside Resort - The Full Course - Elite	盡情享受・海邊渡假村！/超級	享尽·海之度假区！/超级
満喫・海リゾート！/伝説級	Seaside Resort - The Full Course - Legendary	盡情享受・海邊渡假村！/傳說級	享尽·海之度假区！/传说级
味方に対して攻撃	Attack allies	對我方進行攻擊	对我方进行攻击
味方のコマ上を通過すると	If you try moving to an	當從上方通過我方棋子，	通过队友的棋子上方时
未公開	Undiscovered	未公開	未公开
未知なる明日のために１	For the Future (1)	為了未知的明天1	为了未知的明天1
未知なる明日のために２	For the Future (2)	為了未知的明天2	为了未知的明天2
未知なる明日のために３	For the Future (3)	為了未知的明天3	为了未知的明天3
未来を識る者	Seer	知曉未來者	预知未来者
魅せつける者	Charmer	展現魅力者	魅惑者
魅了	Charm	魅惑	魅惑
魅了に特攻	Bonus damage against units with Charm	對魅惑有加乘效果	对魅惑发动特别攻击
魅了付与	Inflict Charm	附加魅惑	附加魅惑
魅了付与＆ＣＰ減少	Inflict Charm & reduce CP	附加魅惑＆必殺量表減少	附加魅惑＆必杀量条减少
魅了無効	Nullify Charm	魅惑無效	魅惑无效
密林のジャガー	Jungle Jaguar	密林之虎	密林迅虎
密林の食料を求めて/初級	The Secret Ingredient - Novice	尋求叢林的食材／初級	寻找密林的食材/初级
密林の食料を求めて/上級	The Secret Ingredient - Advanced	尋求叢林的食材／上級	寻找密林的食材/高级
密林の食料を求めて/中級	The Secret Ingredient - Intermediate	尋求叢林的食材／中級	寻找密林的食材/中级
密林の食料を求めて/超ド級	The Secret Ingredient - Extreme	尋求叢林的食材／超猛級	寻找密林的食材/究级
密林の食料を求めて/超級	The Secret Ingredient - Elite	尋求叢林的食材／超級	寻找密林的食材/超级
密林の食料を求めて/伝説級	The Secret Ingredient - Legendary	尋求叢林的食材／傳說級	寻找密林的食材/神级
密林の食料を求めて/入門級	The Secret Ingredient - Introductory	尋求叢林的食材／入門級	寻找密林的食材/新手级
蜜薬を識る白獅子	White-Maned Herbalist	深知蜜藥的白獅子	识蜜药的白狮子
眠り	Sleep	想睡	睡觉
夢のもふもふ大激突！	The Great Fluffy Clash of Dreams!	夢中的毛茸茸激鬥！	梦境内的毛茸茸激战！
夢の世界での彼女は、「誰かが不要と切り捨てた側面の寄せ集め」としての「ドゥルガー」ではなく、「ドゥルガー」という個人その人として、そこに存在する。ゆえに、尾に纏っていた「魔」の象徴たるオーラは、ここでの彼女には現れていない。ひたすらに「１位」の栄冠を目指すアスリートとはいえ、花盛りの高校生。皆が話題にするスイーツへの憧れを振り切りながら、シューズの紐を締め、トラックに立つ毎日。彼女の夢には、そんな日々の葛藤が如実に表れている。周囲に認められたくて足掻く夢魔の姿に、自らの姿を重ね、複雑な感情を抱く。	"In the dream world, she exists not as the Durga who is a collection of many discarded concepts, but simply as Durga the individual. As such, the dark aura that normally envelops her tail is not present here. Durga is an incredibly ambitious high schooler who seems to care only about becoming number one. To achieve this, she turns her back on everything she believes will hinder her, including the indulgence of sweets, and spends her days training hard on the track. In her dream, the inner turmoil caused by this constant self-denial is plain to see, and Durga is further confused by the presence of the dream demon who is just as desperate as she is for the approval of those around him."	在夢中世界裡，「杜爾迦」是以自己的身分存在，而非「某人因不需要而割捨面向的集合體」。因此身處夢境中的她，尾巴上並沒有象徵著「魔」的靈氣。雖然她是個以奪得「第一名」寶座為目標的運動員，但同時也是個正值花樣年華的高中生。儘管心中嚮往著大家討論的有名甜點，卻仍將其拋諸腦後，每天綁緊鞋帶，站上跑道。她的夢境正如實展現了她每天的內心糾葛。看到夢魔為了得到眾人認同而努力的樣子，就像看到了自己一樣，對其抱持著複雜的想法。	出现在梦之世界中的她，并非是“因为不被需要而被抛弃的各种面向的结合体”，而是作为一个独立“杜尔迦”，而这也正是那象征着“魔”的气场在这里没有附着在她尾巴上的原因。她是一名为了“第一”的宝座日夜拼搏的运动员，但同时也只是一名正值花样年华的高中生。尽管大家都在讨论着热门甜品，但她却将其抛诸脑后，努力驱赶着对热门甜品的渴望，一边日复一日地系好鞋带，站上跑道。她的梦境，恰恰映射出了她这长久以来的内心纠葛；看到拼命想得到大家认可的梦魔，仿佛看到了自己身上的影子，让她内心变得复杂许多。
夢の中	In a Dream	夢境中	梦中
夢を喰う者	Dream Eater	食夢者	食梦者
夢を終える者	Dasher of Dreams	終結夢境者	梦境终结者
夢を描く者	Painter of Dreams	描繪夢想者	描绘梦境者
夢を幕引く者	Ender of Dreams	夢境閉幕者	拉开梦境帷幕者
夢幻抱擁	Phantom Embrace	夢幻抱擁	梦幻抱拥
無	None	無	无
無し	None	無	无
無の証	None Crest	無之證	无之证书
無の仮証	Preliminary None Crest	無之臨時證	无之临时证书
無のスキルを上昇させる大きな魂の欠片	A sliver of a robust soul that enhances None Skill.	提升無之技能的大魂之碎片	提升无之技能的大块魂魄碎片
無のスキルを上昇させる至高の魂の欠片	A sliver of a premium soul that enhances None Skill.	提升無之技能的至高魂之碎片	提升无之技能的最高级魂魄碎片
無のスキルを上昇させる魂の欠片	A sliver of a soul that enhances None Skill.	提升無之技能的魂之碎片	提升无之技能的魂魄碎片
無のスキルを上昇させる小さな魂の欠片	A sliver of a minor soul that enhances None Skill.	提升無之技能的小魂之碎片	提升无之技能的小块魂魄碎片
無のスキル特訓/超級	None Skill Training - Elite	無之技能特訓／超級	无之法技能特训/超级
無の技を修めた者に贈られる免状	A crest awarded to those who have trained their None skills.	贈予習得無之技巧者的證書	赠予无之技修炼者的证书
無の技を修めた者に贈られる仮免状	A preliminary crest awarded to those who have trained their None skills.	贈予習得無之技巧者的暫時證書	赠予无之技修炼者的临时证书
無の限界突破/上級	None Breakthrough - Advanced	無之突破界限／上級	无之突破界限/高级
無の限界突破/中級	None Breakthrough - Intermediate	無之突破界限／中級	无之突破界限/中级
無の魂・小	S None Soul	無之魂・小	无之魂·小
無の魂・大	L None Soul	無之魂・大	无之魂·大
無の魂・中	M None Soul	無之魂・中	无之魂·中
無の魂・超	G None Soul	無之魂・超	无之魂·超
無の特別限界突破/上級	None Major Breakthrough - Advanced	無之特別突破界限／上級	无之特殊界限突破/高级
無の特別限界突破/中級	None Major Breakthrough - Intermediate	無之特別突破界限／中級	无之特殊界限突破/中级
無窮	Infinitude	無窮	无穷
無窮に挑む者	Infinite Challenger	挑戰無窮者	挑战无穷者
無窮を閉じる者	Sealer of Infinity	關閉無窮者	无穷封闭者
無窮付与	Bestow Infinitude	附加無窮	附加无穷
無形の忠誠	Formless Loyalty	無形的忠誠	无形的忠诚
無形の落とし子	Formless Spawn	無形之子	无形之子
無限のボクサー	Limitless Boxer	無限拳擊手	无限拳击手
無限を殴る者	Infinite Striker	無限毆打者	无限拳打者
無尽の金運を引き寄せるかわりに持ち主に破滅の最期をもたらすという、黄金の指輪の神器を持つ。稼ぐだけ稼いで、呪いは上手い事誰かに押し付けようと、虎視眈々と狙っているらしい。あわよくば、誰かに仕方なく奪われたという形にするのがガチでベストだと考えている。	"His Sacred Artifact is a gold ring which provides its wearer with fantastic financial fortune in exchange for the knowledge that their last moments will be of terrible and soul-crushing ruin. Currently, he is vigilantly saving all the money he can and looking for a way to somehow pass his curse on to someone else. He's actually hoping that someone will steal the ring so that he doesn't have to face it."	手上的黃金戒指神器，據說能夠給持有者帶來無盡的金錢運，不過代價卻是迎來破滅的結局。個人計畫似乎是，能賺多少就賺多少，再把詛咒推給別人就好。最好是不小心讓戒指被誰搶走，說真的那就是最好的安排。	持有黄金戒指神器，据说会带来无尽的财运，但作为代价，亦会为其招致毁灭。他似乎正计划着先赚它个盆满钵满，再用巧妙的方法将诅咒嫁祸给其他人。想着最好就是戒指在迫于无奈之下被人夺走。
無数の敵意を、己が全身で受け止める。それでも止められなかった、主の自刃を嘆き、共連れとなる。それこそが末路にして「役割」。その先へと行く覚悟を、はぐれ鬼は心に定める。たどり着けない場所へと手を伸ばす。届かなかった刃を握る。それは間合いを断つ、２３の刃。その１つに通じる心得。いつか、大橋の上で対峙し、千本目の刀として得るやもしれなかった、可能性の表出である。自分と同じ鬼でありながら、大勢の同胞に囲まれて育った者に対して距離を取る。	"Oniwaka had held off the attacks of countless forces, but even that was not enough to prevent his master's suicide. This was the end of his role. Haunted by grief, the stray ogre braces himself to survive, and reaches his hand out to the unattainable. What he grasps is a blade beyond his reach; one blade made of 23, which can sever even distance. In one of those 23 blades lies the memory of a long-ago duel on a large bridge, when it could have been claimed as the last in a collection of a thousand swords. Though they be of the same ilk, Oniwaka distances himself from other ogres who were raised surrounded by their brethren."	他以一己之身承受了無數敵意，卻還是無法阻止主人自戕。他為此傷痛欲絕，欲跟隨主人而去。那正是末路的「職責」。迷途之鬼心中已覺悟會踏上這條道路。手伸向無法到達的場所，握著無法觸及對手的刀刃。那是能斬斷距離的23把刀。他藉此體會到一件事。那是一個可能性的表徵，代表自己某天可能會在大橋上的對峙，得來第一千把刀。雖然自己也身為鬼族，但對於從小在一群同胞中長大的人，他會保持距離。	以一己之身承受着无数敌意，但最后仍然无法阻止主人自尽。悲愤交加之下随主人而去。这是他的末路，亦是他的“天职”。流亡的鬼早已做好走上此路的心理准备。他将手伸向无法抵达的地方，握紧无法触及的刀刃。那是来自逼近对方的二十三刃之一的领悟。展现出了他日后在大桥之上与强者相对，甚至有可能完成千刀狩猎的资质。对与自己同为鬼族，却在众多同胞身边长大的人，他始终保持着距离。
無法者敵専用	Outlaw (enemy ability)	無法無天者（敵方專用）	无法无天者（敌方专用）
無忘の黒騎士	Eternal Knight	不忘卻的黑騎士	不忘的黑骑士
無頼漢	Vagabond	無賴	恶棍
霧夜の襲撃	Assailant in the Fog	霧夜襲擊	雾夜的袭击
冥	Nether	冥	冥
冥のアルケミスト	Nether Alchemist	冥之鍊金術士	冥之炼金术士
冥のヴァルキリー	Nether Valkyrie	冥之女武神	冥之女武神
冥のエインヘリエル	Nether Einherjar	冥之英靈戰士	冥之英灵战士
冥のエンジェル	Nether Angel	冥之天使	冥之天使
冥のガヴァナー	Nether Baron	冥之統治者	冥属性统领
冥のキョンシー	Nether Jiangshi	冥之殭屍	冥之僵尸
冥のスペルトークン	Nether Spell Token	冥之咒文碎片	冥之咒文碎片
冥のゾンビ	Nether Zombie	冥殭屍	冥属性僵尸
冥のテンジン	Nether Deity	冥之天人	冥之天人
冥のパイレーツ	Nether Pirate	冥之劫掠者	冥之海盗
冥のマーマン	Nether Merman	冥之人魚	冥之人鱼
冥のマーメイド	Nether Mermaid	冥之美人魚	冥之美人鱼
冥のマネキネコ	Nether Lucky Cat	冥之招財貓	冥之招财猫
冥のメイド	Nether Maid	冥之女僕	冥之女仆
冥のランタン	Nether-O'-Lantern	冥之南瓜燈	冥属性南瓜灯
冥の軽戦士	Nether Infantry	冥之輕戰士	冥之轻战士
冥の限界突破/初級	Nether Breakthrough - Novice	冥之突破界限／初級	冥之突破界限/初级
冥の限界突破/上級	Nether Breakthrough - Advanced	冥之突破界限／上級	冥之突破界限/高级
冥の限界突破/中級	Nether Breakthrough - Intermediate	冥之突破界限／中級	冥之突破界限/中级
冥の限界突破を行う為の呪文片	Partial Cantrip used in Nether Breakthrough.	冥之突破界限所需的咒文碎片	用于进行冥之突破界限的咒文碎片
冥の黒服	Nether Mobster	冥之黑衣人	冥之黑衣人
冥の小鬼	Nether Imp	冥之小鬼	冥之小鬼
冥の小成長	S Nether Boost	冥之小成長	冥之小成长
冥の神力が宿った結晶の欠片。限界突破に使用	A crystal fragment containing Nether energy. Used in Breakthrough.	寄宿著冥之神力的結晶碎片。使用於突破界限	蕴含冥之神力的结晶碎片。用于突破界限
冥の神力塊	Nether Energy Cluster	冥之神力塊	冥之神力块
冥の神力晶	Nether Crystal	冥之神力晶石	冥之神力晶
冥の神力片	Nether Shard	冥之神力碎片	冥之神力片
冥の属性を持つ者に莫大な成長を促す	Vastly boosts the energy of those with Nether affinity.	讓擁有冥屬性的人獲得莫大的成長	让暗属性角色获得巨大成长
冥の属性を持つ者の小さな成長を促す	Slightly boosts the energy of those with Nether affinity.	讓擁有冥屬性的人獲得小小的成長	让暗属性角色获得小成长
冥の属性を持つ者の成長を促す	Boosts the energy of those with Nether affinity.	讓擁有冥屬性的人獲得成長	让暗属性角色获得成长
冥の属性を持つ者の成長を大きく促す	Greatly boosts the energy of those with  Nether affinity.	讓擁有冥屬性的人獲得大成長	让暗属性角色获得大成长
冥の大成長	L Nether Boost	冥之大成長	冥之大成长
冥の中成長	M Nether Boost	冥之中成長	冥之中成长
冥の超成長	G Nether Boost	冥之超成長	冥之超成长
冥の部族の民	Nether Tribe Member	冥之部落居民	冥之部落的人民
冥の夜叉	Nether Yaksha	冥之夜叉	冥之夜叉
冥の幽体	Nether Ghost	冥之幽體	冥之幽体
冥海賊・剣	Nether Pirate/Sword	冥海賊・劍	冥海盗・剑
冥海賊・打撃	Nether Pirate/Blow	冥海賊・打擊	冥海盗・打击
冥界の竜種	Dragon of the Underworld	冥界龍族	冥界的龙种
冥剣士バレンタイン	Nether Swordsman Valentine	冥劍士情人節	冥剑士情人节
冥人魚女・魔	Nether Mermaid/Magic	冥人魚女・魔	女性冥人鱼・魔
冥人魚男・突	Nether Merman/Thrust	冥人魚男・刺	男性冥人鱼・刺
冥属性の模擬戦/初級	Nether Spar - Novice	冥屬性的模擬戰／初級	冥属性的模拟战/初级
冥属性の模擬戦/上級	Nether Spar - Advanced	冥屬性的模擬戰／上級	冥属性的模拟战/高级
冥属性の模擬戦/中級	Nether Spar - Intermediate	冥屬性的模擬戰／中級	冥属性的模拟战/中级
冥属性の模擬戦/超ド級	Nether Spar - Extreme	冥屬性的模擬戰／超猛級	冥属性的模拟战/超猛级
冥属性の模擬戦/超級	Nether Spar - Elite	冥屬性的模擬戰／超級	冥属性的模拟战/超级
冥属性ピックアップ転光召喚	Nether Attribute Transient Summon	冥属性精選轉光召喚	冥属性精选转光召唤
冥突士バレンタイン	Nether Swordsman Valentine	冥刺士情人節	冥刺士情人节
冥府の番犬	Guard Dog of Helheim	冥府之看門犬	冥府的守门犬
冥魔士バレンタイン	Nether Spellcaster Valentine	冥魔士情人節	冥魔导士情人节
名状しがたいこたつ（床）	Nondescript Furniture (Floor)	難以形容的暖桌（地板）	难以名状的被炉（地面）
名状しがたい家具（壁）	Nondescript Furniture (Wall)	難以形容的家具（牆壁）	难以名状的家具（墙）
名状しがたい電灯（上）	Nondescript Lighting (Hang)	難以形容的電燈（上）	难以名状的电灯（上）
名前	Name	名字	姓名
名門スポーツ校	Sporting School	體育名校	体育名校
命を繋ぐ者	Preserver of Life	繫命者	延命者
命を持ったように駆け巡り、敵を逃げも隠れもできない四角い戦場へと引きずり出す糸玉の神器を持つ。宿命のライバル（自称）を追って、池袋ギルドの地下格闘技場にも参戦。憧れのあの人から受け継いだ（自称）プロレスの魂を多くの人に伝える為、今日も自慢の空中殺法とマイクパフォーマンスでファンを魅了する。	"His Sacred Artifact is a string bracelet in the shape of his beloved wrestling Ring, where pro wrestlers cannot back down or hide from their opponents. He is very active in the wrestling scene, constantly chasing after his (self-proclaimed) fated rival, and even taking part in the underground matches held by the Ikebukuro guild. As the (self-professed) inheritor of his favorite wrestler's legacy, there is not a day that he doesn't show up in a wrestling ring to express the soul of wrestling to as many people as possible. He has made many fans through his grappling techniques and MCs. "	手上的靈線神器就像是有生命般，會圍繞並營造出一個敵人無法逃跑和隱藏的方型戰場。由於追尋（自稱）宿命的對手，而參加池袋公會的地下格鬥場。為了讓更多人知道那（自稱）繼承自憧憬之人的摔角魂，今天也用自豪的空中殺法和麥克風挑釁取悅粉絲。	持有仿佛拥有生命般来回奔驰的线团神器，能够将敌人强行拉入无处逃避隐藏的四方形战场。追逐着宿敌（自称），加入了池袋公会地下格斗场的战斗。为了将传承自憧憬之人（自称）的摔跤之魂传递给更多的人，今天也展示着引以为傲的空中杀法和麦克风演出，让观众们如痴如醉。
命を置き換える者	Life Replacer	置換生命者	置换生命者
命を分け合う者	Life Sharer	分享生命者	分享生命者
命脈を封切る者	Font of Vitality	封印命脈者	解放命脉者
命脈を涸らす者	Expender of Vitality	令命脈乾枯者	耗干命脉者
迷宮よりみんなへ	Through the Maze	從迷宮走向眾人	相聚迷宫外
毛むくじゃら？	Fuzzy?	毛怪？	毛茸茸？
猛毒	Fatal Poison	劇毒	剧毒
猛毒付与	Inflict Fatal Poison	附加劇毒	附加剧毒
木	Wood	木	木
木・天の限界突破/初級	"Wood, Aether, Breakthrough - Novice"	木、天之突破界限／初級	木·天之突破界限/初级
木・天の限界突破/中級	"Wood, Aether Breakthrough - Intermediate"	木、天之突破界限／中級	木·天之突破界限/中级
木のアルケミスト	Wood Alchemist	木之鍊金術士	木之炼金术士
木のヴァルキリー	Wood Valkyrie	木之女武神	木之女武神
木のエインヘリエル	Wood Einherjar	木之英靈戰士	木之英灵战士
木のエンジェル	Wood Angel	木之天使	木之天使
木のガヴァナー	Wood Baron	木之統治者	木属性统领
木のキョンシー	Wood Jiangshi	木之殭屍	木之僵尸
木のスペルトークン	Wood Spell Token	木之咒文碎片	木之咒文碎片
木のゾンビ	Wood Zombie	木殭屍	木属性僵尸
木のテンジン	Wood Deity	木之天人	木之天人
木のパイレーツ	Wood Pirate	木之劫掠者	木之海盗
木のマーマン	Wood Merman	木之人魚	木之人鱼
木のマーメイド	Wood Mermaid	木之美人魚	木之美人鱼
木のマネキネコ	Wood Lucky Cat	木之招財貓	木之招财猫
木のメイド	Wood Maid	木之女僕	木之女仆
木のランタン	Wood-O'-Lantern	木之南瓜燈	木属性南瓜灯
木の下忍	Wood Ninja Apprentice	木之下忍	木之下忍
木の下忍（敵専用）	Wood Ninja Apprentice (Enemy)	木之下忍（敵方專用）	木之下忍（敌方专用）
木の鬼種	Wood Oni	木之鬼族	木之鬼种
木の軽戦士	Wood Infantry	木之輕戰士	木之轻战士
木の限界突破/初級	"Wood, Breakthrough - Novice"	木之突破界限／初級	木之突破界限/初级
木の限界突破/上級	"Wood, Breakthrough - Advanced"	木之突破界限／上級	木之突破界限/高级
木の限界突破/中級	"Wood, Breakthrough - Intermediate"	木之突破界限／中級	木之突破界限/中级
木の限界突破を行う為の呪文片	Spell Fragment needed to perform Wood Breakthrough 	木之突破界限所需的咒文碎片	用于进行木之突破界限的咒文碎片
木の黒服	Wood Mobster	木之黑衣人	木之黑衣人
木の獣人	Wood Therian	木之獸人	木之兽人
木の小悪魔	Wood Imp	木之小惡魔	木之小恶魔
木の小鬼	Wood Imp	木之小鬼	木之小鬼
木の小人	Wood Dwarf	木之矮人	木之小矮人
木の小成長	S Wood Boost	木之小成長	木之小成长
木の神力が宿った結晶の欠片。限界突破に使用	A crystal fragment containing Wood energy. Used in Breakthrough.	寄宿著木之神力的結晶碎片。使用於突破界限	蕴含木之神力的结晶碎片。用于突破界限
木の神力塊	Wood Energy Cluster	木之神力塊	木之神力块
木の神力晶	Wood Crystal	木之神力晶石	木之神力晶
木の神力片	Wood Shard	木之神力碎片	木之神力片
木の属性を持つ者に莫大な成長を促す	Vastly boosts the energy of those with Wood affinity	讓擁有木屬性的人獲得莫大的成長	让木属性角色获得巨大成长
木の属性を持つ者の小さな成長を促す	Slightly boosts the energy of those with Wood affinity	讓擁有木屬性的人獲得小小的成長	让木属性角色获得小成长
木の属性を持つ者の成長を促す	Boosts the energy of those with Wood affinity	讓擁有木屬性的人獲得成長	让木属性角色获得成长
木の属性を持つ者の成長を大きく促す	Greatly boosts the energy of those with Wood affinity	讓擁有木屬性的人獲得大成長	让木属性角色获得大成长
木の大成長	L Wood Boost	木之大成長	木之大成长
木の中成長	M Wood Boost	木之中成長	木之中成长
木の超成長	G Wood Boost	木之超成長	木之超成长
木の粘体	Wood Slime	木之黏體	木之粘体
木の部族の民	Wood Tribe Member	木之部落居民	木之部落的人民
木の魔術見習い	Wood Trainee Spellcaster	木之見習魔法師	木之见习魔法师
木の夜叉	Wood Yaksha	木之夜叉	木之夜叉
木の幽体	Wood Ghost	木之幽體	木之幽体
木海賊・打撃	Wood Pirate/Blow	木海賊・打擊	木海盗・打击
木海賊・碇	Wood Pirate/Anchor	木海賊・錨	木海盗・锚
木剣士バレンタイン	Wood Swordsman Valentine	木劍士情人節	木剑客情人节
木人魚女・魔	Wood Mermaid/Magic	木人魚女・魔	女性木人鱼・魔
木人魚男・突	Wood Mermaid/Thrust	木人魚男・刺	男性木人鱼・刺
木属性の模擬戦/初級	Wood Spar - Novice	木屬性的模擬戰／初級	木属性的模拟战/初级
木属性の模擬戦/上級	Wood Spar - Advanced	木屬性的模擬戰／上級	木属性的模拟战/高级
木属性の模擬戦/中級	Wood Spar - Intermediate	木屬性的模擬戰／中級	木属性的模拟战/中级
木属性の模擬戦/超ド級	Wood Spar - Extreme	木屬性的模擬戰／超猛級	木属性的模拟战/超猛级
木属性の模擬戦/超級	Wood Spar - Elite	木屬性的模擬戰／超級	木属性的模拟战/超级
木属性ピックアップ転光召喚	Wood Attribute Transient Summon	木属性精選轉光召喚	木属性精选转光召唤
木突士バレンタイン	Wood Spearman Valentine	木刺士情人節	木刺士情人节
木魔士バレンタイン	Wood Spellcaster Valentine	木魔士情人節	木魔导士情人节
目黒駅前	Meguro Station	目黑站前	目黑站前
目黒区	Meguro Ward	目黑區	目黑区
勿忘草	Forget-Me-Not	勿忘草	勿忘草
餅つき勝負！	Mochi Marathon!	搗麻糬比賽！	打年糕对决！
門の番人（削除）	Gatekeeper	守門人（刪除）	守门人（删除）
